代码	名称	涨幅%	涨速%	市盈(TTM)	AB股总市值	现价	市盈(动)	涨跌	买价	卖价	总量	现量	换手%	今开	最高	最低	昨收	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	开盘金额	开盘换手Z	封成比	封单额	流通股(亿)	流通市值	强弱度%	活跃度	笔均量	笔换手	连涨天	昨涨幅%	3日涨幅%	20日涨幅%	60日涨幅%	年初至今%	年涨停天	换手Z	流通市值Z	流通比例Z	市盈(静)	贝塔系数	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	实体涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收帐款(亿)	预收账款(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	调整后净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
600298	安琪酵母	1.48	0.36	26.31	        389.53亿	46.77	    23.53	0.68	46.76	46.77	81473	1644	          0.99	45.90	46.80	44.44	46.09	36888.08	  0.72	食品	湖北	5.12	45.28	40370	41103	  0.98	66	231	--  	64.72	          0.00	--  	--  	          8.24	        385.42亿	  1.90	   3804	     21	        0.0003	2	0.88	-0.65	-14.14	-18.60	-7.52	1	          1.65	        231.34亿	         59.39	28.40	1.23	-- -- 	9	1	10	-0.41	1.54	-3.58	-1.76	1.90	-0.06	5.24	20210723	20000818	          8.33	--  	--  	120.09	65.30	          3.11	43.04	50.79	52.64	4.50	37.39	7.42	22.34	12.64	--  	8.76	52.34	35.67	9.71	-0.01	9.78	8.28	7.26	47.89	-2.00	-3.63	88516.00	          5588	26.14万	15.14	20.55	          5.97	-195.06	7.44	1.06	0.994㈡	          7.84	0.00	          1.05	          5.75	         -0.24	         54.37	  12.68㈡	         31.84	         18.55	         15.82	2.16	9179	600298	--  	--  	--  	
600299	安迪苏	-1.56	0.00	20.21	        287.77亿	10.73	    19.58	-0.17	10.73	10.74	37424	486	          0.14	10.91	10.95	10.60	10.90	4007.07	  0.97	化学制药	北京	3.21	10.71	19499	17925	  1.09	37	193	--  	15.16	          0.00	--  	--  	         26.82	        287.77亿	 -1.14	   1621	     23	        0.0001	-1	0.28	-3.24	-7.90	-12.51	-5.33	2	          0.98	         40.77亿	         14.17	21.29	0.64	空头排列	7	9	1	0.09	0.46	-2.75	-1.77	-1.65	-2.01	1.23	20210723	20000420	         26.82	--  	--  	206.36	139.15	         14.79	25.40	66.34	67.82	23.10	35.08	20.45	17.41	16.72	--  	12.61	29.94	18.69	4.87	0.00	4.82	3.67	3.78	102.28	5.42	-2.01	28000.00	         13572	14.56万	24.63	4.95	          2.07	53.07	9.61	1.64	0.140㈠	          5.19	0.00	          0.47	          3.81	          0.20	         67.43	   2.64㈠	         37.58	         16.27	         12.27	1.54	2345	600299	--  	--  	--  	
600300	ST维维	-2.67	-0.26	14.97	         61.03亿	3.65	    23.78	-0.10	3.65	3.66	245361	3364	          1.47	3.73	3.73	3.61	3.75	8954.16	  0.96	软饮料	江苏	3.20	3.65	162118	83243	  1.95	238	2880	--  	46.33	          0.01	--  	--  	         16.72	         61.03亿	 -2.25	   1889	    130	        0.0008	-1	1.90	-4.20	8.31	11.28	-20.82	9	          2.41	         37.12亿	         60.83	14.01	0.80	-- -- 	10	2	8	-0.53	-0.53	-3.73	-2.68	-2.14	-2.14	1.11	20210716	20000630	         16.72	--  	--  	60.85	30.36	          0.46	49.36	31.35	22.42	2.81	27.83	13.62	9.53	0.80	--  	2.33	10.74	8.41	0.85	-0.02	0.86	0.64	0.61	10.69	-2.86	-8.13	103251.00	          9851	3.60万	-30.41	0.83	          2.01	-21.35	5.68	2.65	0.040㈠	          1.82	0.00	          0.14	          0.64	         -0.17	         49.89	   2.11㈠	         21.65	          7.96	          5.98	0.02	3212	600300	--  	--  	--  	
600301	*ST南化	1.25	0.12	271.65	         19.00亿	8.08	   831.14	0.10	8.06	8.08	12523	412	          0.53	8.05	8.09	7.84	7.98	998.62	  0.63	商贸代理	广西	3.13	7.97	5970	6553	  0.91	203	151	--  	7.65	          0.01	--  	--  	          2.35	         19.00亿	  1.67	    352	     36	        0.0015	2	3.23	3.06	17.44	29.07	20.78	7	          0.78	         12.92亿	         68.00	209.39	0.58	-- -- 	12	2	6	0.88	1.38	-1.75	-0.07	0.37	-0.12	3.06	20210716	20000712	          2.35	--  	--  	4.50	3.33	--  	26.11	4.45	0.00	0.00	1.07	0.96	0.00	1.49	--  	11.32	2.59	2.56	0.00	0.00	0.01	0.01	0.00	-10.92	-2.68	-2.68	7210.00	         22178	17.92万	-78.44	55.01	          5.71	-7.09	7.35	0.00	0.002㈠	          1.41	0.00	          4.81	         -4.64	         -1.14	         73.89	   0.17㈠	          0.96	          0.19	          0.22	--  	184	600301	--  	--  	--  	
600302	标准股份	0.51	0.51	10.02	         13.67亿	3.95	--  	0.02	3.94	3.95	14944	136	          0.43	3.93	3.96	3.86	3.93	584.72	  0.84	纺织机械	陕西	2.54	3.91	9133	5811	  1.57	48	274	--  	0.04	          0.00	--  	--  	          3.46	         13.67亿	  0.93	    764	     20	        0.0006	2	0.51	-1.75	-7.28	-5.05	-12.61	0	          0.83	          7.14亿	         52.23	9.67	0.34	KDJ金叉	4	1	13	0.00	0.76	-1.78	-0.44	0.51	-0.25	2.33	20210722	20001213	          3.46	--  	--  	26.23	11.99	          0.88	50.95	23.23	1.52	0.45	13.16	6.96	5.43	6.94	0.00	3.47	3.98	3.56	-0.15	0.02	-0.15	-0.15	-0.18	2.74	0.02	3.04	15800.00	         11438	4.52万	-49.75	235.85	          1.14	576.98	3.43	1.27	-0.044㈠	          3.46	0.00	          1.00	          0.79	          0.01	         45.70	  -1.26㈠	         10.70	         -3.76	         -3.79	0.05	1545	600302	--  	--  	--  	
600303	曙光股份	0.00	0.00	80.73	         24.32亿	3.60	--  	0.00	3.60	3.61	67078	1284	          0.99	3.56	3.63	3.56	3.60	2412.77	  0.62	汽车整车	辽宁	1.94	3.60	34064	33014	  1.03	429	3144	--  	7.48	          0.00	--  	--  	          6.76	         24.32亿	  0.42	   1226	     55	        0.0008	0	1.41	-2.43	-11.22	-0.14	-18.64	7	          1.36	         17.76亿	         73.03	44.32	0.44	-- -- 	4	10	1	-1.11	0.83	-1.11	-0.08	1.12	-0.83	1.12	20210716	20001226	          6.76	--  	--  	51.22	29.13	          1.63	39.94	22.51	18.50	4.50	16.57	8.73	4.37	5.16	--  	11.10	5.71	5.65	-0.52	0.00	-0.40	-0.47	-0.57	8.37	-1.62	-0.50	58976.00	          8366	3.01万	-109.00	58.54	          0.83	-15.01	4.26	0.69	-0.070㈠	          4.31	0.00	          1.64	          1.24	         -0.24	         56.88	  -1.63㈠	          1.21	         -9.06	         -8.31	0.11	4405	600303	--  	--  	--  	
600305	恒顺醋业	1.45	0.12	50.92	        161.78亿	16.13	    51.28	0.23	16.13	16.14	149996	2310	          1.50	15.85	16.14	15.48	15.90	23852.11	  1.12	食品	江苏	4.15	15.90	74559	75437	  0.99	459	266	--  	83.85	          0.01	--  	--  	         10.03	        161.78亿	  1.87	   3830	     39	        0.0004	1	-0.13	2.03	-18.55	-6.40	-26.62	1	          2.70	         89.58亿	         55.37	51.39	0.89	-- -- 	1	13	1	-0.31	1.51	-2.64	0.01	1.77	-0.06	4.20	20210716	20010206	         10.03	--  	--  	32.59	24.74	          0.95	21.18	13.81	9.37	0.91	4.92	1.95	3.04	0.85	0.00	0.51	5.17	3.14	0.96	-0.00	0.95	0.79	0.69	12.29	0.35	-0.01	105882.00	          5245	8.46万	3.89	10.98	          6.54	463.60	31.27	0.97	0.079㈠	          2.47	0.00	          0.05	          1.23	          0.03	         75.92	   3.19㈠	         39.37	         18.49	         15.25	0.18	2651	600305	--  	--  	--  	
600306	*ST商城	4.92	0.65	--  	         24.69亿	13.86	--  	0.65	13.85	13.86	28520	280	          1.61	13.13	13.87	12.55	13.21	3875.05	  2.08	百货	辽宁	9.99	13.59	9441	19079	  0.49	184	5	--  	16.68	          0.01	--  	--  	          1.77	         24.60亿	  5.34	    733	     39	        0.0022	5	0.23	10.44	37.91	65.59	167.57	34	          2.85	         13.88亿	         56.20	--  	0.00	-- -- 	8	8	12	-0.61	5.00	-5.00	2.85	5.56	-0.07	10.44	20210716	20001226	          1.78	--  	--  	13.23	-2.51	          0.01	118.89	0.70	2.58	0.39	15.45	0.19	0.30	0.01	0.02	2.04	0.36	0.18	-0.16	0.00	-0.16	-0.17	-0.14	-6.52	0.22	-0.01	6832.00	         14654	20.31万	24.02	-73.09	         -9.84	113.74	68.31	0.00	-0.100㈠	         -1.41	0.00	          1.15	         -3.66	          0.12	        -18.95	--  	         50.68	        -44.90	        -47.54	--  	339	600306	--  	--  	--  	
600307	酒钢宏兴	3.85	0.00	13.29	        169.11亿	2.70	     8.88	0.10	2.69	2.70	2283325	17216	          3.65	2.57	2.72	2.55	2.60	60582.87	  1.11	普钢	甘肃	6.54	2.65	937112	1346213	  0.70	16040	29240	--  	259.93	          0.04	--  	--  	         62.63	        169.11亿	  4.27	   4033	    566	        0.0009	2	1.96	4.25	19.47	31.71	63.64	7	          8.06	         76.46亿	         45.21	32.66	1.07	-- -- 	8	12	8	-1.15	4.62	-1.92	2.05	5.06	-0.74	5.88	20210716	20001220	         62.63	--  	--  	424.74	128.05	--  	69.85	152.10	229.25	26.80	263.87	30.55	83.72	1.85	0.18	67.10	104.92	87.21	6.90	-0.00	6.03	4.76	4.90	-16.57	1.93	-12.49	242373.00	         11683	3.15万	270.52	78.48	          1.32	87.64	1.61	0.00	0.076㈠	          2.04	0.00	          1.07	         -0.26	          0.03	         30.15	   3.72㈠	         16.88	          6.58	          4.54	1.14	18784	600307	--  	--  	--  	
600308	华泰股份	-1.13	0.00	7.06	         61.30亿	5.25	     4.68	-0.06	5.25	5.26	141281	1960	          1.21	5.28	5.30	5.22	5.31	7425.94	  0.77	造纸	山东	1.51	5.26	81381	59900	  1.36	3968	3028	--  	33.69	          0.01	--  	--  	         11.68	         61.30亿	 -0.71	   2085	     68	        0.0006	-1	0.57	-3.31	-3.31	-5.93	4.98	0	          1.88	         39.45亿	         64.36	8.80	0.44	跌破BOLL下轨	7	4	8	-0.56	-0.19	-1.69	-1.01	-0.57	-0.94	0.57	20210716	20000928	         11.68	--  	--  	160.57	90.51	          1.30	42.82	73.48	71.27	5.81	66.35	25.16	13.58	8.00	--  	22.97	39.04	33.49	3.92	0.08	3.99	3.27	3.03	46.41	2.86	2.85	66097.00	         11368	5.97万	110.49	51.08	          0.68	21.45	1.57	3.41	0.280㈠	          7.75	0.00	          1.97	          3.98	          0.24	         56.37	   3.61㈠	         14.21	         10.03	          8.38	0.38	6840	600308	--  	--  	--  	
600309	万华化学	-0.70	-0.16	17.22	       3570.52亿	113.72	    13.19	-0.80	113.72	113.75	284852	2383	          2.00	116.50	116.60	111.58	114.52	323342.95	  1.08	化工原料	山东	4.38	113.51	155122	129730	  1.20	13	2	--  	6388.86	          0.04	--  	--  	         14.24	       1619.10亿	 -0.28	   4737	     60	        0.0004	-1	5.21	1.59	9.40	8.43	26.72	0	          2.00	       1619.10亿	         45.35	35.56	2.02	KDJ金叉	8	2	10	1.73	1.82	-2.57	-0.88	-2.39	-2.47	1.92	20210730	20010105	         31.40	--  	--  	1673.03	578.12	         28.55	63.74	637.44	599.41	71.30	882.49	284.11	157.26	98.88	--  	21.62	676.57	466.33	161.41	3.55	161.50	135.30	131.95	497.29	110.85	109.78	169004.00	          8424	95.80万	377.21	118.91	          6.18	32.21	5.28	1.14	4.310㈡	         18.41	0.00	          0.69	         15.84	          3.53	         34.56	  23.40㈡	         31.07	         23.86	         20.00	12.22	17581	600309	--  	--  	--  	
600310	桂东电力	1.04	-0.25	28.13	         40.21亿	3.88	--  	0.04	3.88	3.89	42782	259	          0.52	3.85	3.91	3.83	3.84	1657.02	  0.84	水力发电	广西	2.08	3.87	18011	24771	  0.73	970	1776	--  	1.08	          0.00	--  	--  	          8.28	         32.12亿	  1.46	    685	     62	        0.0008	1	0.00	-2.76	-7.84	-5.94	-13.68	5	          1.03	         16.05亿	         39.91	15.69	0.27	-- -- 	9	1	8	0.26	1.82	-0.26	0.86	0.78	-0.77	1.31	20210716	20010228	         10.36	--  	--  	231.17	20.17	          5.02	89.10	89.80	74.99	4.74	125.20	32.04	24.31	7.43	0.15	1.08	48.36	46.06	-2.81	-0.04	-2.81	-2.47	0.23	6.24	0.53	12.48	36668.00	         11280	4.38万	-84.97	23.32	          1.99	75.92	0.83	1.93	-0.238㈠	          1.95	0.00	          0.10	          0.60	          0.05	          8.73	 -12.24㈠	          4.75	         -5.81	         -5.10	--  	2626	600310	--  	--  	--  	
600311	ST荣华	2.70	0.44	--  	         15.18亿	2.28	    84.58	0.06	2.27	2.28	97876	1797	          1.47	2.22	2.32	2.22	2.22	2225.25	  0.56	黄金	甘肃	4.50	2.27	44714	53162	  0.84	832	1507	--  	8.77	          0.01	--  	--  	          6.66	         15.18亿	  3.12	    841	    116	        0.0017	2	1.37	0.44	6.54	46.15	37.35	22	          1.76	         12.69亿	         83.63	--  	0.80	-- -- 	14	12	3	0.00	4.50	0.00	2.41	2.70	-1.72	2.70	20210716	20010626	          6.66	--  	--  	7.70	2.13	--  	72.40	2.95	4.37	0.28	1.67	0.18	2.33	0.06	--  	2.19	1.91	1.81	0.04	0.00	0.04	0.04	0.04	-7.25	-0.29	-0.33	58280.00	          9551	2.18万	141.98	471.12	          7.14	-52.56	7.93	0.00	0.010㈠	          0.32	0.00	          0.33	         -1.09	         -0.04	         27.60	   2.11㈠	          5.46	          2.34	          2.34	--  	847	600311	--  	--  	--  	
600312	平高电气	-2.54	0.00	134.58	         88.47亿	6.52	--  	-0.17	6.52	6.53	297551	5964	          2.19	6.58	6.69	6.44	6.69	19447.05	  0.76	电气设备	河南	3.74	6.54	168468	129083	  1.31	1980	903	--  	174.83	          0.03	--  	--  	         13.57	         88.47亿	 -2.12	   3374	     88	        0.0006	-2	-0.15	1.71	12.80	10.32	-8.68	1	          3.69	         52.64亿	         59.50	70.16	0.00	阶段放量	6	1	9	-1.64	0.00	-3.74	-2.31	-0.91	-2.54	1.24	20210723	20010221	         13.57	--  	--  	204.50	90.53	          3.06	54.23	138.58	25.91	12.43	110.04	20.55	25.69	75.82	0.00	48.84	10.34	9.04	-0.43	0.06	-0.31	-0.38	-0.50	22.73	-2.13	-2.53	63800.00	         12656	8.25万	-264.05	-14.22	          0.98	-41.49	8.56	0.43	-0.030㈠	          6.67	6.67	          3.60	          1.67	         -0.16	         44.27	  -0.41㈠	         12.54	         -4.15	         -3.63	0.37	4766	600312	--  	--  	--  	
600313	农发种业	-0.80	0.00	142.44	         53.79亿	4.97	  3269.22	-0.04	4.97	4.98	569993	5161	          5.59	4.95	5.12	4.91	5.01	28449.38	  0.78	种植业	北京	4.19	4.99	299482	270511	  1.11	6426	1767	--  	235.42	          0.08	--  	--  	         10.19	         50.66亿	 -0.38	   3717	    153	        0.0015	-1	3.09	-1.58	13.47	2.90	-15.76	7	          9.32	         30.39亿	         56.50	198.51	0.00	多头排列	6	11	10	-1.20	2.20	-2.00	-0.38	0.40	-2.93	1.22	20210716	20010119	         10.82	--  	--  	32.10	14.68	          6.90	32.78	20.13	5.99	3.06	8.99	6.13	4.03	2.27	0.00	4.20	9.31	8.91	-0.01	0.01	-0.01	0.00	-0.03	-0.50	-0.03	-1.75	115415.00	          5298	2.63万	104.01	202.20	          3.66	-1610.43	5.78	0.00	0.000㈠	          1.36	0.00	          0.39	         -0.05	         -0.00	         45.72	   0.03㈠	          4.22	         -0.15	          0.04	0.08	1070	600313	--  	--  	--  	
600315	上海家化	-3.33	-0.34	68.69	        329.83亿	48.53	    48.73	-1.67	48.53	48.54	84901	503	          1.26	50.15	50.15	47.26	50.20	41032.14	  0.90	日用化工	上海	5.76	48.33	41689	43212	  0.96	14	2	--  	123.37	          0.01	--  	--  	          6.71	        325.76亿	 -2.91	   4039	     21	        0.0003	-2	-2.56	-4.86	-16.84	-18.16	39.74	5	          2.60	        158.36亿	         48.01	76.67	1.07	空头排列	4	8	10	-0.10	-0.10	-5.86	-3.73	-3.23	-3.23	2.69	20210716	20010315	          6.80	--  	--  	120.20	67.12	--  	44.15	67.34	9.95	7.63	33.92	15.20	9.13	11.25	--  	9.92	21.15	7.45	2.00	0.49	2.02	1.69	1.99	47.48	4.96	2.25	21819.00	         14956	72.58万	41.92	27.04	          4.90	66.53	15.60	0.41	0.250㈠	          9.90	9.90	          1.46	          6.99	          0.73	         55.85	   2.52㈠	         64.77	          9.47	          8.00	0.42	5501	600315	--  	--  	--  	
600316	洪都航空	-1.82	0.24	165.28	        294.73亿	41.10	   216.44	-0.76	41.09	41.10	328522	4785	          4.58	41.50	42.26	40.12	41.86	135828.17	  0.53	航空	江西	5.11	41.35	171605	156917	  1.09	108	274	--  	671.89	          0.04	--  	--  	          7.17	        294.73亿	 -1.39	   4648	     71	        0.0010	-1	3.64	-8.42	22.60	31.84	-27.66	16	          8.84	        152.81亿	         51.85	222.25	1.25	-- -- 	8	2	10	-0.86	0.96	-4.16	-1.23	-0.96	-2.74	2.44	20210716	20001215	          7.17	--  	--  	93.39	51.50	          0.17	44.67	73.84	10.98	1.09	41.21	12.22	39.81	6.25	--  	31.47	5.60	5.37	0.47	0.00	0.45	0.34	-0.05	10.88	0.47	0.36	103199.00	          3603	14.81万	391.61	163.18	          5.72	623.62	52.67	0.14	0.047㈠	          7.18	0.00	          4.39	          1.52	          0.07	         55.14	   0.66㈠	          4.01	          8.46	          6.08	0.14	2301	600316	--  	--  	--  	
600318	新力金融	-2.15	-0.28	--  	         35.06亿	6.83	   366.02	-0.15	6.83	6.84	68548	916	          1.36	6.93	6.96	6.77	6.98	4687.53	  0.51	多元金融	安徽	2.72	6.84	42574	25974	  1.64	278	102	--  	15.66	          0.01	--  	--  	          5.04	         34.44亿	 -1.73	   1847	     37	        0.0007	-1	1.01	-3.26	-3.94	2.55	-33.30	6	          2.10	         22.29亿	         63.57	--  	2.11	跌破BOLL下轨	4	14	11	-0.72	-0.29	-3.01	-2.03	-1.44	-1.87	0.89	20210716	20001208	          5.13	--  	--  	51.84	14.13	         11.48	50.58	17.86	0.27	0.09	16.61	2.02	0.00	0.25	--  	4.88	1.08	0.19	0.36	0.07	0.36	0.02	0.07	3.04	-0.67	-2.05	51430.00	          6345	4.33万	-47.48	-8.59	          2.48	-52.17	32.48	0.00	0.005㈠	          2.75	0.00	          0.95	          0.59	         -0.13	         27.26	   0.17㈠	         82.69	         33.79	          2.22	0.01	246	600318	--  	--  	--  	
600319	*ST亚星	3.03	-1.15	--  	         16.10亿	5.10	--  	0.15	5.08	5.10	15736	1142	          0.50	4.92	5.20	4.89	4.95	799.25	  0.61	化工原料	山东	6.26	5.08	6244	9492	  0.66	61	160	--  	0.05	          0.00	--  	--  	          3.16	         16.10亿	  3.45	    323	     49	        0.0015	2	0.81	-1.36	-14.86	8.74	-1.73	15	          0.82	          9.84亿	         61.11	--  	0.77	-- -- 	10	10	14	-0.61	5.05	-1.21	2.61	3.66	-1.92	4.29	20210716	20010326	          3.16	--  	--  	21.22	0.32	--  	98.50	2.05	0.81	1.42	13.47	0.33	0.66	0.06	--  	8.54	0.00	0.00	-0.07	0.00	-0.07	-0.07	-0.09	-11.87	-0.24	0.17	11821.00	         16315	8.32万	6.42	-99.64	         50.58	-66.05	19969.35	0.00	-0.020㈠	          0.10	0.00	          2.71	         -3.76	         -0.08	          1.50	 -22.02㈠	         34.24	      -8694.54	      -8694.54	0.00	797	600319	--  	--  	--  	
600320	振华重工	0.94	-0.30	31.36	        170.17亿	3.23	   155.42	0.03	3.23	3.24	141299	3558	          0.43	3.20	3.26	3.16	3.20	4536.93	  0.82	工程机械	上海	3.12	3.21	71642	69657	  1.03	5375	5143	--  	19.52	          0.00	--  	--  	         33.22	        107.30亿	  1.36	   1248	    113	        0.0003	1	-0.62	-0.61	-4.15	3.86	-9.27	3	          0.78	         58.24亿	         34.23	40.30	0.12	-- -- 	14	5	14	0.00	1.87	-1.25	0.34	0.94	-0.92	2.22	20210716	20001221	         52.68	         19.46	--  	816.86	146.00	         26.28	78.91	430.33	196.89	33.25	389.27	30.77	245.31	74.50	0.05	48.35	42.56	37.64	0.34	0.52	0.38	0.27	-0.99	24.05	0.22	1.49	232902.00	         16099	5.20万	129.44	-3.61	          1.21	786.87	4.00	0.00	0.005㈠	          2.68	2.68	          0.92	          0.46	          0.00	         17.87	   0.19㈠	         11.55	          0.79	          0.64	1.58	8702	600320	--  	--  	--  	
600321	正源股份	0.00	0.00	--  	         29.76亿	1.97	--  	0.00	1.97	1.98	76761	1513	          0.51	1.97	1.97	1.93	1.97	1502.25	  0.56	其他建材	四川	2.03	1.96	36909	39852	  0.93	512	2783	--  	2.92	          0.00	--  	--  	         15.11	         29.76亿	  0.42	   1162	     66	        0.0004	0	1.03	-0.51	-5.29	-7.94	-7.08	10	          0.98	         15.47亿	         51.98	--  	0.77	-- -- 	1	10	14	0.00	0.00	-2.03	-0.66	0.00	0.00	2.07	20210730	20010524	         15.11	--  	--  	46.36	19.13	          0.12	58.47	28.81	12.51	2.05	14.70	1.02	23.97	2.44	0.04	10.20	2.26	2.14	-0.13	0.00	-0.13	-0.14	-0.17	-7.17	1.32	0.40	68196.00	         11514	2.27万	60.14	169.07	          1.56	22.63	13.15	0.00	-0.009㈠	          1.27	0.00	          0.68	         -0.47	          0.09	         41.27	  -0.74㈠	          5.24	         -5.95	         -6.27	--  	554	600321	--  	--  	--  	
600322	天房发展	0.00	-0.56	--  	         19.13亿	1.73	--  	0.00	1.73	1.74	46083	1984	          0.42	1.72	1.74	1.71	1.73	793.68	  0.82	区域地产	天津	1.73	1.72	22395	23688	  0.95	1215	3747	--  	4.30	          0.00	--  	--  	         11.06	         19.13亿	  0.42	    701	     66	        0.0006	0	0.58	-1.70	-7.49	-11.73	-26.07	0	          0.59	         13.40亿	         70.05	--  	0.33	KDJ金叉	9	1	9	-0.58	0.58	-1.16	-0.45	0.58	-0.57	1.17	20210716	20010910	         11.06	--  	--  	232.34	21.05	          4.56	88.98	205.23	0.76	0.05	146.21	5.55	188.23	0.00	0.22	22.05	1.37	1.19	-0.35	-0.00	-0.35	-0.34	-0.34	-15.10	3.89	-2.80	63711.00	         12157	2.10万	-214.40	-79.67	          0.91	4.91	13.92	0.00	-0.031㈠	          1.90	0.00	          1.99	         -1.37	          0.35	          9.06	  -1.62㈠	         13.76	        -25.44	        -24.73	--  	562	600322	--  	--  	--  	
600323	瀚蓝环境	-1.45	-0.04	15.22	        177.17亿	21.73	    18.29	-0.32	21.70	21.73	74389	762	          0.91	21.80	22.24	21.42	22.05	16215.17	  0.83	水务	广东	3.72	21.80	38452	35937	  1.07	102	175	--  	20.27	          0.00	--  	--  	          8.15	        177.17亿	 -1.03	   2606	     29	        0.0004	-1	0.05	-0.54	2.55	-6.50	-11.63	0	          1.59	        101.52亿	         57.30	16.75	0.72	-- -- 	9	1	10	-1.13	0.86	-2.86	-1.14	-0.32	-2.29	1.45	20210728	20001225	          8.15	--  	--  	265.12	80.27	          6.17	67.40	42.16	62.99	124.70	82.47	11.63	5.89	12.94	--  	17.23	20.65	14.90	2.88	0.12	2.92	2.42	2.30	49.83	4.76	1.38	28256.00	         16535	35.93万	78.34	46.34	          2.12	37.20	8.58	1.01	0.320㈠	         10.23	10.23	          2.11	          6.11	          0.58	         30.28	   3.02㈠	         27.85	         13.92	         11.73	0.30	7507	600323	--  	--  	--  	
600325	华发股份	2.87	0.17	4.25	        121.31亿	5.73	     5.47	0.16	5.72	5.73	266493	1988	          1.26	5.56	5.76	5.50	5.57	15073.45	  0.45	区域地产	广东	4.67	5.66	101959	164534	  0.62	209	757	--  	60.16	          0.01	--  	--  	         21.14	        121.13亿	  3.29	   3399	     78	        0.0004	2	1.83	3.43	-8.03	-2.05	-0.52	0	          1.76	         86.57亿	         71.36	4.18	0.83	-- -- 	14	1	2	-0.18	3.41	-1.26	1.55	3.06	-0.52	4.18	20210716	20040225	         21.17	--  	--  	3405.90	214.84	        449.11	80.51	3095.07	8.14	1.95	1693.33	408.25	2336.35	1.51	4.15	6.74	63.70	46.54	10.04	2.82	10.02	5.54	4.63	112.94	53.56	-29.33	57120.00	         26449	15.16万	-7.92	-29.49	          0.79	2.26	1.90	7.85	0.250㈠	          7.23	7.23	          0.32	          5.33	          2.53	          6.31	   2.58㈠	         26.94	         15.77	          8.70	0.01	8694	600325	--  	--  	--  	
600326	XD西藏天	-0.63	0.00	13.00	         58.14亿	6.33	--  	-0.04	6.33	6.34	99146	869	          1.08	6.39	6.40	6.28	6.37	6279.81	  0.27	水泥	西藏	1.88	6.33	61539	37607	  1.64	1400	461	--  	19.55	          0.00	--  	--  	          9.19	         58.14亿	 -0.21	   1877	     53	        0.0006	-1	0.31	-2.74	-4.24	-10.97	-8.79	1	          1.37	         45.72亿	         78.64	13.31	0.82	-- -- 	7	1	2	0.31	0.47	-1.41	-0.57	-0.94	-1.09	0.80	20210723	20010116	          9.19	--  	--  	125.66	43.59	         21.61	48.12	70.87	28.65	4.25	35.92	24.56	7.34	11.06	--  	11.68	6.03	4.88	-0.54	0.08	-0.51	-0.43	-0.45	19.12	-4.80	-0.15	99963.00	          7226	4.57万	19.83	73.89	          1.38	-12.12	9.64	1.26	-0.050㈠	          4.60	4.60	          1.27	          2.08	         -0.52	         34.69	  -0.98㈠	         19.05	         -9.02	         -7.05	0.07	2279	600326	--  	--  	--  	
600327	大东方	-2.66	-0.29	15.42	         58.22亿	6.58	    13.49	-0.18	6.58	6.59	166922	1538	          1.89	6.75	6.88	6.53	6.76	11044.46	  0.81	汽车服务	江苏	5.18	6.62	101549	65373	  1.55	1658	61	--  	32.87	          0.01	--  	--  	          8.85	         58.22亿	 -2.24	   3386	     49	        0.0006	-1	5.79	-4.50	-19.76	46.22	68.72	14	          3.41	         32.19亿	         55.29	18.48	2.72	EXPMA死叉	1	10	10	-0.15	1.78	-3.40	-2.12	-2.52	-4.36	0.77	20210716	20020625	          8.85	--  	--  	76.50	35.45	          1.93	51.13	42.86	7.82	4.59	29.40	16.13	21.10	1.60	0.20	1.37	21.47	17.96	1.41	0.15	1.36	1.08	1.07	15.33	1.82	4.37	29836.00	         16397	10.79万	137.04	59.22	          1.64	31.92	2.71	11.40	0.122㈠	          4.01	0.00	          0.15	          1.73	          0.21	         46.34	   3.04㈠	         16.34	          6.56	          5.03	--  	4275	600327	--  	--  	--  	
